Mod:Item:MetaData, Localized Name
thebetweenlands:silk_grub, Silk Grub
thebetweenlands:drinkable_brew:0, Nettle Soup
thebetweenlands:drinkable_brew:1, Nettle Tea
thebetweenlands:drinkable_brew:2, Pheromone Extract
thebetweenlands:drinkable_brew:3, Swamp Broth
thebetweenlands:drinkable_brew:4, Sturdy Stock
thebetweenlands:drinkable_brew:5, Pear Cordial
thebetweenlands:drinkable_brew:6, Shaman's Brew
thebetweenlands:drinkable_brew:7, Lake Broth
thebetweenlands:drinkable_brew:8, Shell Stock
thebetweenlands:drinkable_brew:9, Frog Leg Extract
thebetweenlands:drinkable_brew:10, Witch Tea
thebetweenlands:bone_helmet, Bone Helmet
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:ancient_helmet, Ancient Helmet
thebetweenlands:ancient_chestplate, Ancient Chestplate
thebetweenlands:ancient_leggings, Ancient Leggings
thebetweenlands:ancient_boots, Ancient Boots
thebetweenlands:amphibious_helmet, Amphibious Helmet
thebetweenlands:amphibious_chestplate, Amphibious Chestplate
thebetweenlands:amphibious_leggings, Amphibious Leggings
thebetweenlands:amphibious_boots, Amphibious Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:spirit_tree_face_large_mask, Large Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask, Small Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask_animated, Small Animated Spirit Tree Face Mask
thebetweenlands:gallery_frame_small, Small Gallery Frame
thebetweenlands:gallery_frame_large, Large Gallery Frame
thebetweenlands:gallery_frame_very_large, Very Large Gallery Frame
thebetweenlands:silk_mask, Silk Mask
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_greataxe, Valonite Greataxe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:living_weedwood_shield, Living Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:sludge_worm_arrow, Sludge Worm Arrow
thebetweenlands:shock_arrow, Shock Arrow
thebetweenlands:chiromaw_barb, Chiromaw Barb
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:predator_bow, Predator Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:ancient_greatsword, Ancient Greatsword
thebetweenlands:ancient_battle_axe, Ancient Battle Axe
thebetweenlands:pestle, Pestle
thebetweenlands:net, Net
thebetweenlands:lurker_skin_pouch, Lurker Skin Pouch
thebetweenlands:caving_rope, Caving Rope
thebetweenlands:grappling_hook, Grappling Hook
thebetweenlands:volarkite, Volarkite
thebetweenlands:simple_slingshot, Simple Slingshot
thebetweenlands:chirobarb_erupter, Chirobarb Erupter
thebetweenlands:chirobarb_shock_erupter, Chirobarb Shock Erupter
thebetweenlands:weedwood_fishing_rod, Weedwood Fishing Rod
thebetweenlands:fishing_spear, Fishing Spear
thebetweenlands:fishing_spear_amphibious, Amphibious Fishing Spear
thebetweenlands:fishing_spear_amphibious_robust, Robust Amphibious Fishing Spear
thebetweenlands:mist_staff, Staff of the Mist Walker
thebetweenlands:shadow_staff, Staff of the Shadow Walker
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBrine§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Lithium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eCanola Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eRefined Canola Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bCrystallized Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§dEmpowered Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fUU-Matter§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fConstruction Foam§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fIC2 Coolant§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiogas§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDistilled Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSteam§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHotspring Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fWeed-Ex§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fAir§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOxygen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBeryllium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCalcium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCalciumcarbonate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fChlorite§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDeuterium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGlyceryl§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHelium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHelium3§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeliumplasma§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLithium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMercury§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMethane§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrocoalfuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrofuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrogendioxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPotassium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSilicon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodiumpersulfate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTritium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fWolframium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCarbon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCarbon Fiber§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrocarbon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfur§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Sulfide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDiesel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrodiesel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfuric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCompressed Air§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fElectrolyzed Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiofuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHoney§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrushed Ice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFruit Juice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fShort Mead§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBrine§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Lithium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eCanola Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eRefined Canola Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bCrystallized Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§dEmpowered Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fUU-Matter§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fConstruction Foam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fIC2 Coolant§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCreosote§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fIC2 Hot Coolant§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPahoehoe Lava§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiogas§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDistilled Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSuperheated Steam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSteam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHotspring Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fWeed-Ex§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fAir§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOxygen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBeryllium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCalcium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCalciumcarbonate§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fChlorite§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDeuterium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGlyceryl§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHelium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHelium3§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeliumplasma§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLithium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMercury§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMethane§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrocoalfuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrofuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrogendioxide§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPotassium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSilicon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSodium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSodiumpersulfate§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fTritium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fWolframium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCarbon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCarbon Fiber§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrocarbon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSulfur§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSodium Sulfide§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDiesel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrodiesel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSulfuric Acid§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCompressed Air§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fElectrolyzed Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiofuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Glass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHoney§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCrushed Ice§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fFruit Juice§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fShort Mead§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGlowgas§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Redstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquefied Ender Pearls§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Electrical Steel§f)
thebetweenlands:bl_bucket_rubber:0, Weedwood Bucket (§fRubber§f)
thebetweenlands:bl_bucket_rubber:1, Syrmorite Bucket (§fRubber§f)
thebetweenlands:bl_bucket_infusion:0, Weedwood Infusion Bucket
thebetweenlands:bl_bucket_plant_tonic:0, Plant Tonic
thebetweenlands:bl_bucket_plant_tonic:1, Plant Tonic
thebetweenlands:syrmorite_bucket_solid_rubber, Syrmorite Bucket with Solid Rubber
thebetweenlands:bl_bucket_fish_oil:0, Weedwood Bucket (§fFish Oil§f)
thebetweenlands:bl_bucket_fish_oil:1, Syrmorite Bucket (§fFish Oil§f)
thebetweenlands:astatos, Legendary Disc
thebetweenlands:between_you_and_me, Tribeman's Disc
thebetweenlands:christmas_on_the_marsh, Frosty Disc
thebetweenlands:the_explorer, Explorer's Disc
thebetweenlands:hag_dance, Music Disc
thebetweenlands:lonely_fire, Music Disc
thebetweenlands:mysterious_record, Mysterious Disc
thebetweenlands:ancient, Temple Disc
thebetweenlands:beneath_a_green_sky, Music Disc
thebetweenlands:dj_wights_mixtape, DJ Wight's Hot New Mixtape
thebetweenlands:onwards, Music Disc
thebetweenlands:stuck_in_the_mud, Music Disc
thebetweenlands:wandering_wisps, Music Disc
thebetweenlands:waterlogged, Music Disc
thebetweenlands:deep_water_theme, Deep Water
thebetweenlands:weedwood_door_item, Weedwood Door
thebetweenlands:syrmorite_door_item, Syrmorite Door
thebetweenlands:rubber_tree_plank_door_item, Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_item, Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_item, Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_item, Nibbletwig Plank Door
thebetweenlands:scabyst_door_item, Scabyst Door
thebetweenlands:rotten_plank_door_item, Rotten Plank Door
thebetweenlands:weedwood_door_treated_item, Treated Weedwood Door
thebetweenlands:rubber_tree_plank_door_treated_item, Treated Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_treated_item, Treated Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_treated_item, Treated Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_treated_item, Treated Nibbletwig Plank Door
thebetweenlands:rotten_plank_door_treated_item, Treated Rotten Plank Door
thebetweenlands:weedwood_sign_item, Weedwood Sign
thebetweenlands:crimson_middle_gem, Crimson Middle Gem
thebetweenlands:aqua_middle_gem, Aqua Middle Gem
thebetweenlands:green_middle_gem, Green Middle Gem
thebetweenlands:life_crystal, Life Crystal
thebetweenlands:life_crystal_fragment, Life Crystal Fragment
thebetweenlands:test_item, Test Item
thebetweenlands:test_item_chimp, Test Banana
thebetweenlands:test_item_chimp_ruler, Test Ruler
thebetweenlands:location_debug, Location Debug
thebetweenlands:pyrad_flame, Pyrad Flame
thebetweenlands:critter, item.thebetweenlands.critter.name
thebetweenlands:sludge_worm_egg_sac, Sludge Worm Egg Sac
thebetweenlands:tiny_sludge_worm, item.thebetweenlands.tiny_sludge_worm.name
thebetweenlands:tiny_sludge_worm_helper, item.thebetweenlands.tiny_sludge_worm_helper.name
thebetweenlands:anadia, item.thebetweenlands.anadia.name
thebetweenlands:jellyfish, item.thebetweenlands.jellyfish.name
thebetweenlands:silt_crab, item.thebetweenlands.silt_crab.name
thebetweenlands:bubbler_crab, item.thebetweenlands.bubbler_crab.name
thebetweenlands:freshwater_urchin, item.thebetweenlands.freshwater_urchin.name
thebetweenlands:chiromaw_egg, Chiromaw Hatchling
thebetweenlands:chiromaw_egg_lightning, Lightning Chiromaw Hatchling
thebetweenlands:chiromaw_tame, Tamed Chiromaw
thebetweenlands:chiromaw_tame_lightning, Tamed Lightning Chiromaw
thebetweenlands:shimmer_stone, Shimmerstone
thebetweenlands:tarminion, Tarminion
thebetweenlands:moss_bed_item, Moss Bed
thebetweenlands:sludge_ball, Sludge Ball
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
